product_id,mean,median,std,min,max,iqr,cv,price_range,price_spread_ratio
02c9231c-2c89-45a0-91d9-5b7efb4f1775,3250.0,3250.0,0.0,3250.0,3250.0,0.0,0.0,0.0,1.0
02eea1a9-bd7c-4afd-83a5-cd3fc0daf229,1495.0,1495.0,0.0,1495.0,1495.0,0.0,0.0,0.0,1.0
02f24807-7778-4806-9b0f-e5c75b34f7b9,995.0,995.0,0.0,995.0,995.0,0.0,0.0,0.0,1.0
03019e6e-b216-4bc8-ac7b-9104301dca7f,90.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,1.0
03051a16-cede-4ecf-a3ed-e165857ee4b9,5895.0,5895.0,0.0,5895.0,5895.0,0.0,0.0,0.0,1.0
030ecb2b-14de-498a-a790-a26976db77dd,5995.0,5995.0,0.0,5995.0,5995.0,0.0,0.0,0.0,1.0
03172562-17af-4b30-ae15-ed62b6769929,2195.0,2195.0,0.0,2195.0,2195.0,0.0,0.0,0.0,1.0
0318fe62-3cfb-4624-bc53-97847082c503,845.0,845.0,0.0,845.0,845.0,0.0,0.0,0.0,1.0
03210d31-86b9-4296-80e4-583fff3dfa62,1595.0,1595.0,0.0,1595.0,1595.0,0.0,0.0,0.0,1.0
032b241b-21eb-4816-9473-8934c6ca80a9,2695.0,2695.0,0.0,2695.0,2695.0,0.0,0.0,0.0,1.0
033182d3-3c43-4af3-a7eb-225664dd7739,8900.0,8900.0,0.0,8900.0,8900.0,0.0,0.0,0.0,1.0
0334f479-32ad-49f3-aea8-3f632f67650c,495.0,495.0,0.0,495.0,495.0,0.0,0.0,0.0,1.0
033cb2e6-f7ec-4049-93df-f9d489f1d7dc,7300.0,7300.0,0.0,7300.0,7300.0,0.0,0.0,0.0,1.0
034300a3-d0c8-4405-8a77-488e836b21f3,845.0,845.0,0.0,845.0,845.0,0.0,0.0,0.0,1.0
03562223-51b7-4254-8105-d8e0f4851463,1795.0,1795.0,0.0,1795.0,1795.0,0.0,0.0,0.0,1.0
03587a5b-fbea-434e-878b-404fb6b9ba95,565.0,565.0,0.0,565.0,565.0,0.0,0.0,0.0,1.0
035d3cd2-3bd8-4378-88d4-0dd0df045a08,11200.0,11200.0,0.0,11200.0,11200.0,0.0,0.0,0.0,1.0
035f7931-9a9c-4c68-b9a1-b46d07a6e960,3895.0,3895.0,0.0,3895.0,3895.0,0.0,0.0,0.0,1.0
0368d4d9-c89f-4815-95aa-a7997e3f67c8,7295.0,7295.0,0.0,7295.0,7295.0,0.0,0.0,0.0,1.0
036dcb69-dba2-4629-81cb-9eb87bbfa7de,895.0,895.0,0.0,895.0,895.0,0.0,0.0,0.0,1.0
0373a2ee-c839-44e7-b984-9badb430649b,11900.0,11900.0,0.0,11900.0,11900.0,0.0,0.0,0.0,1.0
037c6c1b-2ab0-4f2b-a43b-8652c648e576,2480.0,2480.0,0.0,2480.0,2480.0,0.0,0.0,0.0,1.0
03838745-58a9-41f6-bc27-9e794bccfb9d,175.0,175.0,0.0,175.0,175.0,0.0,0.0,0.0,1.0
038fb2af-1eb1-422a-b1d8-72e023cd9a1c,945.0,945.0,0.0,945.0,945.0,0.0,0.0,0.0,1.0
0390d068-54a0-4b19-8dde-b3e76c57b9d3,13500.0,13500.0,0.0,13500.0,13500.0,0.0,0.0,0.0,1.0
0393cba9-860f-4a0e-940e-9d195f879c2c,2695.0,2695.0,0.0,2695.0,2695.0,0.0,0.0,0.0,1.0
0397fe17-8f55-46ea-8861-124ea476aa51,19900.0,19900.0,0.0,19900.0,19900.0,0.0,0.0,0.0,1.0
039ae97b-6a3c-4dd3-a253-c08958153720,125.0,125.0,0.0,125.0,125.0,0.0,0.0,0.0,1.0
039dcc43-714a-4619-9440-e52858d02b25,3495.0,3495.0,0.0,3495.0,3495.0,0.0,0.0,0.0,1.0
039e8495-44e6-40cc-9968-bee9ed1cdd5c,3600.0,3600.0,0.0,3600.0,3600.0,0.0,0.0,0.0,1.0
